Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
M,132,675,25,0,Married,Truck,13405,8,Good,,1
F,149,770,3,1,Single,Car,10720,6,Very Good,,1
M,99,689,14,4,Single,Utility,13597,7,Good,,1
F,88,702,33,1,Married,Truck,11187,5,Good,,1
M,116,763,16,1,Married,Van,10991,8,Very Good,,1
M,100,788,5,1,Married,Truck,8756,1,Very Good,,1
F,140,739,10,1,Married,Car,44305,3,Good,,0
F,150,585,6,2,Single,Van,26108,6,Fair,,1
F,117,722,10,0,Single,Car,9397,6,Good,,1
F,152,747,15,0,Single,Car,10148,6,Very Good,,1
M,123,797,25,0,Married,Utility,13051,4,Very Good,,1
M,144,685,23,0,Married,Van,12298,2,Good,,1
M,129,708,27,1,Single,Utility,11290,2,Good,,0
M,153,688,14,1,Married,Van,80327,2,Good,,0
F,122,747,20,1,Married,Car,13992,8,Very Good,,1
F,211,643,5,0,Single,Utility,13686,2,Fair,,1
M,102,766,13,1,Married,Van,8235,1,Very Good,,1
F,81,737,29,1,Married,Truck,7922,3,Good,,1
M,485,670,3,2,Married,Car,12911,6,Good,,0
M,115,717,17,1,Married,Truck,10299,8,Good,,1
F,343,684,7,3,Single,Truck,11720,8,Good,,1
M,163,730,8,2,Married,Truck,11136,8,Good,,0
F,101,462,7,2,Single,Van,16978,5,Very Poor,,1
M,133,734,35,0,Married,Van,14899,6,Good,,1
F,141,758,12,0,Married,Car,13977,7,Very Good,,1
M,152,796,3,4,Single,Utility,12529,3,Very Good,,1
F,80,686,25,0,Married,Car,14780,5,Good,,1
M,90,670,16,1,Married,Van,11511,8,Good,,1
M,210,806,3,2,Single,Utility,15242,2,Exceptional,,1
F,121,597,7,2,Single,Truck,73203,8,Fair,,1
M,136,785,36,0,Single,Utility,6485,1,Very Good,,1
M,110,680,38,0,Married,Van,12428,2,Good,,1
M,124,798,17,0,Married,Truck,14977,2,Very Good,,1
F,394,706,8,3,Single,Truck,13997,5,Good,,1
M,437,623,2,1,Married,Truck,14681,1,Fair,,0
M,146,717,8,0,Married,Utility,43172,6,Good,,0
M,232,355,1,3,Married,Car,10151,2,Very Poor,,1
M,107,684,27,0,Single,Utility,13733,4,Good,,0
F,442,680,23,1,Married,Truck,15512,1,Good,,0
M,145,590,4,3,Single,Car,33102,3,Fair,,0
M,275,631,1,3,Single,Car,82071,8,Fair,,0
F,253,719,8,2,Single,Truck,10113,5,Good,,1
M,93,680,7,0,Married,Utility,6944,7,Good,,0
M,148,753,7,0,Married,Truck,14082,7,Very Good,,1
M,97,667,5,2,Single,Car,97462,8,Fair,,1
F,110,789,2,1,Married,Truck,20677,6,Very Good,,1
F,123,773,10,1,Married,Car,23532,5,Very Good,,1
F,113,674,30,1,Married,Truck,6460,3,Good,,1
M,98,786,12,0,Married,Car,7490,2,Very Good,,1
F,603,594,2,0,Married,Truck,6574,1,Fair,,1
M,87,692,23,1,Married,Van,7782,4,Good,,1
M,125,791,15,1,Single,Utility,8646,8,Very Good,,1
M,155,764,13,1,Married,Van,10734,8,Very Good,,1
M,82,798,31,1,Married,Van,12256,7,Very Good,,0
M,97,811,23,1,Single,Utility,8727,8,Exceptional,,0
F,103,777,20,1,Married,Truck,10235,7,Very Good,,0
M,184,706,3,2,Single,Car,12378,1,Good,,1
M,104,708,23,1,Married,Van,10147,3,Good,,1
F,152,704,17,1,Married,Truck,5201,8,Good,,1
M,114,650,3,2,Single,Car,37556,8,Fair,,1
F,182,660,8,0,Single,Van,13485,2,Fair,,1
M,135,755,26,1,Married,Van,12330,1,Very Good,,1
F,111,774,20,1,Married,Truck,11029,1,Very Good,,1
F,651,687,40,0,Married,Truck,23734,8,Good,,1
F,105,628,6,3,Single,Truck,67366,4,Fair,,0
M,160,811,27,4,Single,Utility,7422,4,Exceptional,,1
F,112,719,25,1,Married,Car,13912,4,Good,,0
M,368,784,3,1,Single,Utility,10232,7,Very Good,,1
M,81,712,28,1,Married,Truck,14295,2,Good,,0
M,121,673,5,0,Married,Truck,5420,5,Good,,1
M,136,740,15,1,Married,Van,13757,6,Very Good,,0
F,134,555,8,3,Single,Van,11202,5,Very Poor,,0
M,115,713,20,0,Married,Van,9803,5,Good,,0
F,266,622,8,0,Single,Truck,13296,4,Fair,,0
M,688,602,1,1,Married,Utility,9026,8,Fair,,0
M,206,730,4,2,Married,Car,10840,3,Good,,1
M,274,668,3,3,Single,Car,22443,8,Fair,,1
M,96,722,16,1,Married,Van,12390,3,Good,,1
F,649,682,19,1,Married,Car,24384,4,Good,,1
F,390,643,5,3,Single,Truck,12261,8,Fair,,1
M,113,796,5,1,Married,Van,5749,8,Very Good,,0
F,109,788,33,3,Married,Truck,20685,7,Very Good,,1
F,103,746,35,1,Married,Car,7334,3,Very Good,,1
F,688,672,39,1,Married,Car,23657,3,Good,,1
F,284,698,5,3,Single,Truck,11530,1,Good,,0
M,133,764,22,1,Married,Van,9069,3,Very Good,,1
M,104,697,3,3,Single,Car,13059,4,Good,,1
M,80,684,30,1,Married,Van,11809,7,Good,,1
F,318,732,3,0,Married,Car,74574,3,Good,,1
M,99,735,15,1,Married,Van,10447,7,Good,,1
M,421,667,1,1,Married,Car,24126,5,Fair,,1
M,113,689,12,0,Married,Van,14756,4,Good,,1
M,157,756,26,1,Married,Van,5794,2,Very Good,,1
M,88,700,39,0,Married,Truck,10015,8,Good,,0
M,1005,728,1,2,Single,Car,11644,4,Good,,0
M,88,716,13,1,Married,Utility,49857,8,Good,,1
M,384,696,35,1,Married,Van,8202,5,Good,,1
M,279,309,4,2,Single,Car,14427,1,Very Poor,,1
M,205,359,5,2,Married,Car,13493,1,Very Poor,,1
M,139,558,5,2,Married,Truck,12354,7,Very Poor,,1
F,165,587,5,0,Single,Truck,12437,8,Fair,,1
M,154,794,25,0,Single,Utility,7909,6,Very Good,,1
F,417,715,8,1,Married,Car,18425,2,Good,,0
M,113,786,18,0,Single,Utility,8649,1,Very Good,,0
M,134,672,14,1,Single,Utility,13370,3,Good,,1
F,434,615,8,2,Single,Van,11280,3,Fair,,1
M,114,813,17,4,Single,Utility,5110,2,Exceptional,,1
F,90,703,30,0,Married,Truck,5334,8,Good,,1
M,148,688,10,1,Single,Utility,14581,3,Good,,1
F,234,487,1,1,Married,Car,29594,4,Very Poor,,0
F,167,644,5,1,Single,Truck,13758,5,Fair,,1
F,99,688,24,1,Single,Car,10579,1,Good,,1
M,140,749,20,1,Married,Van,14266,8,Very Good,,0
F,169,642,8,1,Single,Van,13751,2,Fair,,1
F,104,764,15,0,Married,Truck,11337,1,Very Good,,1
M,100,794,27,1,Single,Utility,12610,3,Very Good,,1
F,492,680,7,3,Single,Truck,13688,8,Good,,1
M,444,722,5,2,Married,Car,14136,2,Good,,1
M,122,628,1,2,Single,Car,55198,3,Fair,,0
F,96,706,9,0,Married,Truck,48963,5,Good,,1
M,154,819,21,1,Single,Utility,12208,5,Exceptional,,0
F,93,762,19,1,Married,Car,22244,1,Very Good,,1
M,127,758,19,0,Married,Van,12557,5,Very Good,,0
M,132,689,6,0,Single,Utility,6711,6,Good,,1
F,155,787,10,0,Married,Truck,14671,4,Very Good,,1
F,412,716,5,3,Single,Truck,10670,8,Good,,1
M,122,737,9,1,Married,Truck,80344,8,Good,,1
F,516,716,33,0,Married,Car,7670,6,Good,,0
F,431,385,7,3,Single,Truck,10265,6,Very Poor,,1
M,641,610,1,0,Married,Van,5831,8,Fair,,1
M,122,740,25,0,Married,Truck,8432,3,Very Good,,1
M,336,664,3,0,Married,Car,11361,6,Fair,,1
M,394,304,4,3,Single,Utility,11764,4,Very Poor,,1
M,117,690,25,4,Single,Utility,12067,4,Good,,1
F,130,714,19,1,Married,Car,5194,1,Good,,1
F,124,776,19,0,Married,Truck,14252,1,Very Good,,1
F,154,676,10,1,Single,Car,12113,6,Good,,1
M,81,775,18,1,Married,Van,5169,1,Very Good,,1
F,300,687,8,2,Single,Truck,12568,7,Good,,1
M,88,522,3,0,Married,Truck,38798,7,Very Poor,,0
M,104,670,20,1,Married,Truck,7362,6,Good,,1
M,93,695,37,1,Married,Van,7307,1,Good,,1
F,120,686,12,1,Married,Car,14047,1,Good,,1
M,141,738,24,1,Single,Utility,7778,1,Good,,1
F,131,755,20,1,Married,Truck,8757,2,Very Good,,1
M,98,695,12,0,Married,Van,7491,3,Good,,1
M,108,733,25,0,Married,Van,9641,5,Good,,1
M,136,789,5,1,Married,Van,13545,8,Very Good,,1
F,95,723,12,1,Married,Car,46599,3,Good,,1
F,283,706,8,3,Single,Truck,14814,3,Good,,1
M,445,358,1,2,Married,Car,13276,2,Very Poor,,1
F,170,467,6,2,Single,Van,11630,4,Very Poor,,1
F,345,537,5,2,Single,Truck,10354,2,Very Poor,,0
F,140,678,22,3,Married,Truck,5192,4,Good,,1
F,220,589,8,1,Single,Truck,11265,3,Fair,,1
M,132,764,26,0,Married,Utility,9013,6,Very Good,,1
M,84,757,23,0,Married,Truck,9746,7,Very Good,,0
M,401,632,2,2,Married,Car,22424,1,Fair,,0
M,166,430,7,2,Married,Truck,12333,1,Very Poor,,1
M,93,633,5,2,Single,Car,44739,8,Fair,,1
M,131,714,22,0,Married,Van,9276,5,Good,,1
F,330,726,29,1,Married,Car,10402,6,Good,,1
F,97,799,2,0,Married,Car,23150,2,Very Good,,1
F,113,690,10,0,Married,Car,24862,5,Good,,0
M,287,707,5,3,Married,Car,14364,2,Good,,1
F,324,704,3,0,Married,Car,25130,2,Good,,1
F,115,784,12,1,Married,Car,20654,6,Very Good,,0
M,87,674,31,1,Married,Van,10748,5,Good,,1
F,141,778,12,0,Married,Truck,9632,3,Very Good,,1
F,94,688,19,0,Married,Car,17207,5,Good,,1
F,638,707,10,3,Married,Truck,21280,8,Good,,1
F,103,369,5,3,Single,Van,15771,4,Very Poor,,1
M,142,763,10,0,Married,Truck,8977,5,Very Good,,1
F,155,750,18,0,Married,Truck,21745,2,Very Good,,0
F,127,742,20,0,Married,Car,12962,6,Very Good,,0
F,99,650,5,3,Single,Van,95042,6,Fair,,1
F,139,673,20,1,Married,Truck,9231,6,Good,,1
F,188,672,8,0,Married,Car,55984,8,Good,,1
F,136,747,10,1,Married,Car,14754,8,Very Good,,0
F,83,737,22,1,Married,Truck,8099,3,Good,,1
F,142,790,6,1,Married,Car,22699,1,Very Good,,0
F,157,343,7,3,Single,Van,14072,1,Very Poor,,0
F,632,698,11,1,Married,Car,22162,3,Good,,1
M,289,671,7,0,Married,Utility,52951,1,Good,,1
F,674,723,21,0,Married,Car,23908,1,Good,,1
F,89,772,31,0,Married,Truck,9322,8,Very Good,,1
M,486,843,2,2,Married,Car,17877,8,Exceptional,,1
M,93,742,38,0,Married,Van,7893,4,Very Good,,1
M,158,684,10,0,Single,Utility,8594,2,Good,,0
M,142,757,8,0,Married,Truck,5811,8,Very Good,,0
M,160,714,23,1,Married,Van,14949,3,Good,,1
F,121,795,23,1,Married,Car,17028,5,Very Good,,1
F,501,710,1,1,Married,Car,19737,6,Good,,1
F,114,779,7,0,Single,Car,8092,7,Very Good,,1
M,130,757,5,0,Single,Utility,9179,7,Very Good,,0
F,132,749,28,0,Married,Car,7533,7,Very Good,,1
M,108,699,31,0,Married,Van,5938,1,Good,,1
M,158,699,27,1,Married,Van,14054,5,Good,,1
M,154,698,13,0,Married,Van,11485,4,Good,,1
F,194,593,6,1,Single,Van,11273,1,Fair,,0
F,93,381,8,3,Single,Van,13829,7,Very Poor,,1
M,138,778,24,0,Married,Van,10716,2,Very Good,,0
F,296,647,6,1,Single,Truck,14700,7,Fair,,0
F,91,542,6,3,Single,Van,14871,8,Very Poor,,1
F,99,791,5,0,Married,Truck,11419,8,Very Good,,1
M,188,706,2,2,Single,Car,11063,5,Good,,0
M,145,791,8,1,Married,Van,6776,3,Very Good,,1
M,89,798,18,1,Married,Van,13926,2,Very Good,,1
F,146,683,29,1,Single,Car,13848,6,Good,,1
M,128,685,28,0,Married,Van,6138,3,Good,,0
F,122,762,10,0,Married,Car,9743,7,Very Good,,0
M,107,792,9,0,Married,Truck,14412,6,Very Good,,1
F,159,675,10,3,Married,Truck,22230,3,Good,,0
F,423,604,7,2,Single,Truck,13297,1,Fair,,1
F,91,673,11,1,Married,Car,12244,4,Good,,1
M,126,721,14,1,Married,Van,6613,1,Good,,1
M,140,711,14,1,Single,Utility,7416,6,Good,,0
M,148,685,12,0,Married,Van,9946,6,Good,,1
M,124,634,2,2,Single,Car,26725,2,Fair,,0
F,125,777,28,0,Married,Car,6539,4,Very Good,,0
M,100,681,28,1,Married,Van,6519,8,Good,,1
F,293,473,6,2,Single,Truck,14730,8,Very Poor,,1
M,169,699,3,3,Single,Car,13543,5,Good,,1
M,128,705,16,0,Married,Van,10661,2,Good,,1
M,336,335,3,3,Married,Car,14348,3,Very Poor,,0
M,405,683,2,3,Married,Car,10505,3,Good,,1
F,145,758,18,1,Married,Car,10633,6,Very Good,,1
M,289,723,6,1,Married,Van,40764,3,Good,,1
F,121,688,10,0,Married,Car,26968,6,Good,,1
M,130,783,34,1,Married,Van,6673,3,Very Good,,1
M,156,705,5,2,Single,Car,10065,1,Good,,1
M,418,613,5,0,Single,Car,10822,3,Fair,,1
M,90,772,18,1,Married,Van,9593,5,Very Good,,1
F,477,410,7,3,Single,Truck,12421,8,Very Poor,,0
M,380,668,1,2,Married,Car,30431,2,Fair,,0
F,452,636,8,2,Single,Utility,13234,1,Fair,,1
F,136,728,22,0,Single,Car,6443,8,Good,,1
F,155,795,10,0,Married,Truck,7659,6,Very Good,,1
F,155,672,5,0,Married,Car,21136,8,Good,,0
M,486,603,3,1,Married,Car,13052,4,Fair,,1
F,180,334,7,3,Single,Van,13401,2,Very Poor,,1
F,120,772,18,1,Married,Truck,12081,4,Very Good,,0
F,605,716,5,0,Married,Car,23143,4,Good,,1
M,111,816,7,0,Single,Utility,8585,2,Exceptional,,1
F,121,605,6,2,Single,Van,86761,1,Fair,,1
M,143,723,3,2,Single,Car,11607,1,Good,,1
F,248,620,7,1,Single,Truck,11371,1,Fair,,1
M,470,704,5,2,Single,Car,14429,1,Good,,1
F,457,680,6,2,Single,Utility,13988,2,Good,,0
M,137,716,24,1,Married,Truck,14947,3,Good,,1
F,238,636,5,1,Single,Truck,11343,2,Fair,,1
M,408,817,3,3,Married,Car,16593,2,Exceptional,,1
F,93,795,13,1,Married,Car,5491,7,Very Good,,1
M,200,805,5,2,Single,Car,21478,6,Exceptional,,1
F,130,798,19,0,Married,Car,24802,8,Very Good,,1
F,136,762,6,0,Married,Car,14990,5,Very Good,,1
M,294,670,6,0,Married,Utility,25036,5,Good,,1
F,90,729,19,0,Married,Car,14209,2,Good,,1
M,108,688,5,0,Married,Truck,10730,1,Good,,0
F,101,775,4,0,Married,Car,10552,7,Very Good,,0
F,471,721,19,0,Married,Car,19452,7,Good,,1
M,447,727,2,2,Married,Car,11730,5,Good,,0
M,152,637,7,4,Married,Truck,80760,2,Fair,,1
F,160,378,5,2,Single,Van,10232,2,Very Poor,,1
M,123,780,16,0,Married,Utility,5535,3,Very Good,,1
F,199,654,5,0,Single,Van,14503,3,Fair,,0
F,84,728,17,0,Married,Car,8025,6,Good,,0
F,269,700,8,3,Single,Truck,11981,2,Good,,0
F,97,727,20,0,Married,Car,11295,2,Good,,1
M,463,546,4,2,Single,Car,13260,5,Very Poor,,0
F,98,745,24,0,Married,Car,20591,6,Very Good,,1
M,118,784,13,1,Married,Van,9933,2,Very Good,,1
F,137,778,14,1,Married,Car,13595,8,Very Good,,0
F,117,686,7,0,Married,Truck,13448,7,Good,,0
M,114,713,16,0,Married,Utility,8172,4,Good,,0
F,110,662,6,3,Single,Truck,61135,6,Fair,,1
M,144,821,1,4,Single,Utility,10438,5,Exceptional,,1
M,159,699,24,0,Married,Truck,10729,4,Good,,1
F,88,756,38,0,Married,Car,7097,3,Very Good,,1
M,122,678,28,1,Married,Truck,6383,8,Good,,1
M,136,797,10,0,Married,Van,13550,3,Very Good,,1
F,146,758,3,1,Married,Car,7822,4,Very Good,,0
M,432,689,2,0,Married,Car,10245,5,Good,,1
F,85,704,14,1,Married,Truck,60649,8,Good,,1
M,184,726,3,3,Single,Car,12396,8,Good,,0
M,152,757,5,1,Single,Utility,14706,2,Very Good,,0
M,421,648,2,2,Single,Car,18511,6,Fair,,1
M,264,729,5,3,Married,Car,11257,6,Good,,1
M,272,710,7,0,Married,Utility,64070,4,Good,,1
F,131,703,17,1,Married,Car,9584,1,Good,,1
F,148,797,26,1,Married,Car,13854,4,Very Good,,0
M,166,714,8,1,Married,Van,44057,1,Good,,1
M,94,780,19,0,Married,Truck,8617,3,Very Good,,1
F,273,472,8,2,Single,Truck,10501,3,Very Poor,,1
M,371,413,3,0,Married,Car,14306,6,Very Poor,,1
M,226,623,3,0,Single,Car,14532,2,Fair,,1
M,101,752,24,1,Married,Van,10544,4,Very Good,,1
M,100,685,14,0,Married,Truck,5454,6,Good,,1
M,475,670,1,3,Married,Car,14266,8,Good,,1
F,148,798,14,1,Married,Car,14558,3,Very Good,,1
M,471,432,4,3,Single,Utility,11496,8,Very Poor,,1
M,149,711,4,2,Single,Car,14054,7,Good,,0
F,88,705,10,0,Married,Truck,84472,8,Good,,1
M,192,653,11,2,Married,Truck,13794,1,Fair,,1
F,404,635,7,2,Single,Truck,14877,3,Fair,,1
M,126,361,1,3,Single,Car,10587,2,Very Poor,,0
M,140,539,8,4,Married,Truck,12170,7,Very Poor,,1
F,107,754,10,0,Single,Car,8897,8,Very Good,,1
F,262,626,8,0,Single,Truck,14866,3,Fair,,1
M,276,635,5,1,Married,Car,13604,2,Fair,,1
M,147,805,22,0,Single,Utility,6926,3,Exceptional,,0
M,85,770,22,1,Married,Truck,6325,6,Very Good,,0
M,93,770,19,1,Married,Utility,9936,2,Very Good,,1
F,248,566,5,3,Single,Truck,10290,5,Very Poor,,1
F,122,718,28,1,Married,Truck,14095,6,Good,,0
F,141,745,24,0,Married,Car,13654,5,Very Good,,1
M,602,649,1,1,Married,Truck,11768,7,Fair,,1
M,137,702,25,1,Married,Van,8879,3,Good,,1
M,374,696,2,3,Married,Car,23561,4,Good,,1
M,189,448,3,3,Single,Car,11961,5,Very Poor,,1
M,147,675,30,0,Married,Truck,12550,3,Good,,1
M,500,719,5,3,Single,Utility,14587,1,Good,,1
F,125,764,10,0,Married,Truck,10633,2,Very Good,,0
F,337,491,7,2,Single,Truck,13628,3,Very Poor,,1
F,118,754,21,1,Married,Car,10554,8,Very Good,,1
F,96,693,17,2,Married,Car,5788,7,Good,,1
M,334,548,1,1,Married,Van,71449,8,Very Poor,,1
M,147,789,5,0,Married,Utility,9561,3,Very Good,,0
F,154,613,6,3,Single,Van,40777,1,Fair,,0
M,235,665,5,1,Single,Utility,12003,2,Fair,,1
F,447,679,4,3,Married,Truck,16657,2,Good,,1
M,98,684,5,2,Single,Car,10198,2,Good,,1
F,104,700,22,0,Married,Truck,10161,7,Good,,0
M,168,641,7,4,Married,Truck,10112,6,Fair,,1
M,149,721,13,0,Married,Van,8134,6,Good,,0
F,106,695,10,0,Married,Car,6398,3,Good,,0
F,122,773,20,1,Married,Car,10994,2,Very Good,,1
M,114,766,30,1,Married,Van,6812,2,Very Good,,1
M,137,717,15,4,Single,Utility,13940,7,Good,,1
M,142,674,16,0,Married,Van,9670,3,Good,,1
F,111,785,10,0,Married,Truck,12193,7,Very Good,,1
F,114,688,16,1,Married,Car,12566,6,Good,,1
M,131,716,24,1,Married,Van,8845,6,Good,,1
M,152,774,22,1,Married,Truck,14348,1,Very Good,,0
F,80,703,21,0,Married,Truck,14540,2,Good,,1
F,84,798,17,0,Married,Car,20737,2,Very Good,,1
M,102,795,16,0,Married,Utility,6352,1,Very Good,,1
F,122,686,18,0,Married,Truck,13794,4,Good,,1
M,181,580,4,1,Single,Car,13571,3,Fair,,1
F,94,679,18,1,Married,Car,9628,1,Good,,0
F,126,769,16,0,Married,Truck,6440,1,Very Good,,1
M,159,663,1,3,Single,Car,48478,5,Fair,,0
F,93,760,29,0,Married,Truck,8534,5,Very Good,,0
M,494,587,1,1,Married,Van,14603,8,Fair,,1
M,158,678,23,0,Married,Truck,12076,2,Good,,1
M,141,759,12,1,Married,Truck,6560,8,Very Good,,0
F,81,744,20,1,Married,Truck,9700,8,Very Good,,0
M,136,759,33,1,Married,Van,10332,6,Very Good,,1
F,139,765,24,0,Married,Truck,12991,3,Very Good,,1
F,104,792,17,0,Married,Car,9787,3,Very Good,,1
M,275,691,1,1,Married,Car,10701,3,Good,,0
F,356,717,16,1,Married,Car,21943,7,Good,,0
M,87,796,17,0,Married,Van,13715,8,Very Good,,0
M,267,561,1,2,Married,Car,12906,1,Very Poor,,0
F,86,705,34,1,Married,Car,5985,7,Good,,0
F,655,615,2,0,Married,Truck,12949,8,Fair,,1
F,132,707,17,1,Married,Car,8392,8,Good,,1
M,127,677,14,0,Married,Truck,10700,2,Good,,1
M,80,693,21,1,Married,Utility,7221,3,Good,,1
F,122,709,20,0,Married,Car,5878,8,Good,,0
M,83,686,26,0,Married,Utility,9986,5,Good,,1
F,301,648,5,2,Single,Truck,23464,2,Fair,,1
M,104,698,7,2,Married,Truck,14467,1,Good,,1
M,83,685,25,1,Married,Van,5180,1,Good,,1
F,107,696,11,0,Married,Car,9936,2,Good,,1
F,128,672,17,1,Married,Car,13943,8,Good,,1
M,259,821,4,3,Married,Car,15796,8,Exceptional,,1
M,83,680,35,1,Married,Van,7135,1,Good,,1
M,134,799,36,1,Married,Van,6687,7,Very Good,,1
F,380,695,28,3,Married,Truck,16284,2,Good,,0
M,86,675,8,0,Married,Van,9064,2,Good,,1
F,329,714,5,3,Single,Truck,10477,4,Good,,1
F,137,694,18,1,Married,Car,9695,3,Good,,0
F,470,726,18,1,Married,Car,20619,4,Good,,1
F,81,672,17,1,Married,Truck,9259,1,Good,,1
F,102,743,16,1,Married,Car,13106,8,Very Good,,1
F,598,670,11,0,Married,Car,15697,5,Good,,1
F,112,700,25,1,Married,Truck,12920,8,Good,,1
M,371,659,2,2,Married,Car,46715,2,Fair,,1
F,329,556,8,3,Single,Utility,14446,1,Very Poor,,1
M,82,764,16,0,Single,Utility,7646,5,Very Good,,1
F,142,738,40,0,Single,Car,12829,6,Good,,1
M,87,734,24,1,Married,Van,7599,3,Good,,1
F,108,731,15,1,Married,Car,10254,3,Good,,1
M,120,687,1,0,Married,Van,7849,1,Good,,0
M,136,787,2,0,Single,Utility,13237,6,Very Good,,0
F,143,680,18,1,Single,Car,7819,8,Good,,1
M,83,687,39,1,Married,Truck,8844,2,Good,,1
F,118,674,9,1,Single,Car,12064,4,Good,,1
M,472,335,1,2,Married,Car,14490,6,Very Poor,,1
M,282,331,5,2,Single,Car,11521,2,Very Poor,,0
M,113,673,39,0,Married,Truck,12033,7,Good,,1
F,130,770,24,1,Married,Truck,10137,1,Very Good,,0
F,149,682,23,1,Married,Truck,5031,8,Good,,1
M,95,693,15,0,Married,Truck,6914,7,Good,,1
F,112,734,5,1,Married,Truck,84995,4,Good,,1
M,99,699,21,1,Married,Van,10851,6,Good,,1
M,128,681,15,1,Married,Van,14383,8,Good,,1
F,121,765,15,0,Married,Truck,9150,2,Very Good,,0
M,163,830,5,3,Single,Car,24599,6,Exceptional,,1
M,155,702,14,0,Married,Truck,10126,5,Good,,1
M,123,823,5,3,Married,Truck,19965,8,Exceptional,,1
M,131,567,5,2,Married,Truck,13843,4,Very Poor,,1
M,150,437,4,3,Single,Car,12596,7,Very Poor,,0
F,425,477,8,2,Single,Truck,12274,5,Very Poor,,1
F,150,770,16,1,Married,Car,20156,6,Very Good,,1
F,145,731,24,0,Married,Car,14006,8,Good,,0
F,281,431,7,2,Single,Truck,11969,5,Very Poor,,1
M,97,707,3,3,Single,Car,12391,8,Good,,0
F,86,734,32,1,Married,Truck,5734,1,Good,,0
M,386,322,2,2,Single,Car,10339,2,Very Poor,,1
M,113,511,3,2,Single,Car,11661,6,Very Poor,,1
M,154,757,6,1,Married,Van,6780,4,Very Good,,0
M,297,686,7,1,Married,Truck,48938,6,Good,,1
F,157,768,20,0,Married,Truck,5676,2,Very Good,,1
F,238,731,8,3,Single,Truck,10795,2,Good,,1
F,134,766,25,1,Married,Car,22691,4,Very Good,,1
F,125,745,12,1,Married,Car,21862,7,Very Good,,0
M,114,698,9,1,Married,Van,49305,2,Good,,0
F,155,422,8,3,Single,Van,12378,2,Very Poor,,0
M,135,706,24,1,Single,Utility,9213,6,Good,,1
F,399,583,1,2,Married,Car,6015,8,Fair,,1
F,338,536,6,3,Single,Truck,22162,4,Very Poor,,1
F,199,422,1,1,Married,Car,33178,3,Very Poor,,1
M,145,788,25,0,Married,Van,8584,8,Very Good,,0
F,698,738,8,1,Married,Car,20838,1,Good,,0
M,148,567,8,3,Married,Truck,14506,5,Very Poor,,0
M,388,724,35,1,Married,Truck,10320,5,Good,,1
F,80,715,19,0,Single,Car,13903,6,Good,,1
F,130,678,18,1,Married,Car,13447,6,Good,,0
M,287,736,1,3,Married,Car,13987,6,Good,,0
M,102,735,26,1,Single,Utility,7915,4,Good,,1
F,90,690,24,0,Married,Truck,9404,1,Good,,1
M,141,711,18,2,Married,Car,13749,3,Good,,1
M,127,683,20,1,Married,Truck,6438,8,Good,,1
M,289,567,3,1,Married,Car,13439,7,Very Poor,,1
M,412,680,1,2,Married,Car,10759,6,Good,,0
F,100,711,16,1,Married,Truck,10525,8,Good,,1
M,144,749,16,1,Married,Utility,8717,1,Very Good,,1
M,114,408,2,2,Single,Car,13701,3,Very Poor,,1
F,112,709,18,0,Married,Truck,6604,8,Good,,0
M,153,678,27,1,Single,Utility,7907,4,Good,,1
M,305,667,5,0,Single,Car,11636,6,Fair,,1
F,122,693,18,1,Single,Car,8277,7,Good,,1
F,415,445,6,3,Single,Truck,10706,1,Very Poor,,1
F,698,704,34,0,Married,Car,19554,8,Good,,0
F,577,737,39,0,Single,Car,6141,4,Good,,0
M,155,797,21,0,Married,Van,12599,5,Very Good,,1
M,415,620,1,2,Married,Car,77709,7,Fair,,1
M,160,767,21,1,Married,Car,12701,1,Very Good,,1
F,109,702,34,0,Married,Truck,5701,2,Good,,1
F,144,778,5,1,Married,Truck,10896,4,Very Good,,1
M,108,765,19,1,Married,Utility,9110,7,Very Good,,1
M,206,712,1,3,Married,Car,12428,3,Good,,1
M,140,731,6,2,Married,Truck,10267,8,Good,,1
M,317,622,3,0,Married,Car,10039,2,Fair,,1
M,156,780,19,1,Married,Van,5493,1,Very Good,,0
M,128,501,13,2,Married,Truck,14873,7,Very Poor,,0
F,122,765,7,1,Married,Truck,11061,4,Very Good,,1
M,352,654,1,3,Married,Car,51240,2,Fair,,1
M,148,580,5,3,Married,Truck,16736,7,Fair,,0
F,112,791,12,0,Married,Truck,14324,6,Very Good,,1
M,150,696,22,1,Single,Utility,6496,6,Good,,0
M,93,731,13,0,Married,Truck,12093,7,Good,,1
F,458,677,8,1,Married,Car,65662,1,Good,,1
M,192,696,7,1,Married,Van,28419,6,Good,,0
M,153,682,3,3,Single,Car,11930,5,Good,,1
F,122,683,17,0,Married,Car,5014,8,Good,,0
M,282,300,3,2,Single,Utility,11021,4,Very Poor,,0
M,147,684,11,1,Single,Utility,12403,2,Good,,0
M,147,716,24,4,Single,Utility,13792,1,Good,,1
M,114,788,18,0,Married,Van,10448,6,Very Good,,1
M,114,715,5,0,Married,Truck,79050,5,Good,,1
F,137,719,16,0,Single,Car,9571,5,Good,,1
F,147,754,37,0,Married,Car,8776,7,Very Good,,1
M,226,377,1,2,Single,Car,10529,4,Very Poor,,1
F,118,706,25,1,Married,Car,7060,4,Good,,1
F,135,752,28,0,Single,Car,9320,1,Very Good,,1
M,168,447,1,3,Single,Car,12130,5,Very Poor,,1
